roster,subject,number,title,description,unitsMinimum,unitsMaximum,gradingBasis,gradingBasisShort,gradingBasisLong,sessionCode,sessionBeginDt,sessionEndDt,sessionLong,openStatus,campus,campusDescr,maxEnroll,enrollCount,waitCount,notes_descrlong,meeting_days,meeting_time,meeting_location,instructors,course_id,course_title,course_full,review_id,text,rating,difficulty,workload,date,professors,grade,major,likes,isCovid
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,49C193_-0,"Labs are required because you need someone to sign off, office hours are completely overcrowded, and lectures can sometimes be tedious. However, the content was interesting and the workload was manageable. ",3.0,4.0,3.0,2024-08-04T01:38:25.412Z,Walker White,A-,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,9aAwyvzfS,"Highly recommend taking this class in the spring! As someone with very limited coding experience, I found it manageable and learned a lot. Despite realizing that I hate coding, I also realized that I really enjoy the way that coding makes me think. Assignments are relatively fun, Professor Bracy is great, and you will leave with a comprehensive, basic understanding of Python. ",4.0,3.0,4.0,2024-05-10T17:32:13.031Z,Anne Bracy,B+,Psychology,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,mCgagA2VN,"This class was well-organized yet very challenging for me, especially because it was my first time ever laying eyes on CS! The assignments and exams took up a large amount of my time, but I definitely learned a lot from Professor White. This class also made me realize that CS is NOT for me!",3.0,5.0,4.0,2024-04-29T15:53:09.086Z,Walker White,A-,Computer science,1.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,ApTcRM2t93,"This is one of the worst organized computer science classes I have ever taken. The material itself is not very hard, but it is extremely tedious and WILL NOT teach you how to code in python properly. In most assignments 90% of the coding for the ""end goal"" that they describe in the assignment description is done for you are you just need to fill in function definitions, making it hard to ever truly understand the bigger picture of the code that you are writing other than 5 to 10 lines before and after the one you're on. 
Almost all of the questions on exams and just in class are intentionally misleading and trick questions that teach you to understand specific mistakes that would almost never be made if you were to write the code yourself rather than how to actually build useful code overall. Throughout the semester there have been countless times where a certain way for a line to be written has been said BY THE LECTURER to be ""bad coding"" and something you should never do, and then for that exact same kind of coding to appear on an exam question just because it is confusing. This class would be really hard if I didn't have some background in Python coding already, and I wouldn't recommend it for anyone who actually wants to learn the language. ",1.0,2.0,4.0,2024-04-11T23:54:45.187Z,Anne Bracy,A+,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,DBk9o2Kw-,"Do not take this class if you want to learn how to code using Python. You are better off taking an online class yourself. The lectures are confusing and teach concepts out of order, while the assignments are mainly 'pre-coded' for you where you have to add in code for yourself. This means that you don't ever code anything 100% by yourself, which means it's very difficult to understand concepts. ",2.0,2.0,2.0,2024-02-20T14:17:15.313Z,Anne Bracy,A,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,MQefmGMOXP,Great course. But it does require some studying,4.0,3.0,3.0,2024-01-19T15:06:00.797Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,MZDja9OpI,"I thought the material was really interesting. This was my first CS class but it was fun in my opinion. My main issue with the class was the work-load. We had assignment after assignment. I also think something else that really annoyed me was the grading for the final course. I thought I was on track for a higher score as I was getting above average on most tests and assignments, however, I ended up with a score below average and we weren't sure of our scores throughout the course. I would recommend this class but make sure to stay on top of your stuff, start assignments early, and go to office hours. ",3.0,5.0,4.0,2023-12-18T22:07:46.036Z,Walker White,B,Information technology,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,KRmju2i_r,Great class!! The lectures were really informative and helpful and the labs / assignments were fun. I really enjoyed learning Python and the course staff did a great job in explaining the language to me. This class convinced me to change my major to info sci!!,5.0,3.0,3.0,2023-05-24T16:06:47.572Z,Anne Bracy,A,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,8osubGU9jV,"Took it my freshman fall with Walker White. Super engaging lecturer and always made the class interesting! The labs were good if you needed help. In terms of the assignments, they do take a couple of hours depending on how well you know the material - but I thought they were pretty fun. If you are going into this class with CS experience, it will be a breeze. ",4.0,2.0,3.0,2023-04-25T16:12:10.222Z,Walker White,A,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,62EudUSRJ,CS1110 seriously made me consider majoring in CS (no prior coding experience). The class is quite demanding in terms of workload but definitely worth putting time into it. Also Prof White and the TAs are amazing!,5.0,4.0,4.0,2023-04-15T18:54:02.521Z,Walker White,A,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,U9mkfTc0L,I liked the course a lot! It was definitely tough even though I had prior programming experience. The professor is amazing and the class is really well-run.,4.0,3.0,4.0,2023-02-03T03:30:33.701Z,Walker White,B,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,ks5XIro-g,"I'd taken AP CS A in high school, but it didn't really help me with this class. I struggled a lot - to understand concepts and especially doing the assignments (coding projects). Labs were helpful as consultants/TAs would be there to help, and the labs were usually more basic/not as difficult - I think they're really great for learning to code. I found assignments to be really difficult and time consuming. I know some people breezed through them, but I struggled a lot. Office/consulting hours tend to be packed for help on assignments, so getting help can be difficult if you're going last minute. Lectures were interesting (but fast paced), and Walker White is a really good lecturer! Overall, I enjoyed the course content, but found it difficult.",3.0,4.0,4.0,2023-01-19T22:25:39.089Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,5JeCCpMp1,"Amazing lectures by Walker White. TAs/consultants are exceptionally fast at responding to posts on Ed Discussion, and though assignments are long, you learn a lot and it helps for the exams. All resources are online for you to access.",5.0,3.0,4.0,2023-01-01T21:43:02.596Z,Walker White,A,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,fvD8TgWGO,"I came into this class without a lot of programming experience, and found it very rewarding. Walker White is an amazing professor. Assignments and labs were very engaging overall. I really appreciated that we could study for exams using past papers.",5.0,2.0,2.0,2022-12-23T17:42:12.290Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,viuPeYfzy,Amazing professor! Really interesting content. Thought-provoking assignments,4.0,4.0,4.0,2022-12-06T17:28:08.507Z,Walker White,,Computer science,0.0,True
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,BKbcd_zFX,This class set me up for later classes. Very beginner-friendly but can be a lot of work if you don't come from a coding background. Overall great class.,5.0,2.0,3.0,2022-12-01T04:20:23.107Z,Walker White,A,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,VLxZw5aQR,"Really enjoyed this course, super good intro to CS",5.0,3.0,3.0,2022-11-28T23:39:53.062Z,Walker White,,Computer science,0.0,True
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,vPS6mI5-Z,"This class is pretty involved and I felt like I was constantly working on an assignment, whether that was labs or partner assignments. I found the assignments pretty difficult to complete even with a partner, but the content of the course is pretty useful and is a great introduction to CS. I found the exams to be pretty difficult, but Walker White prepares a lot of study content to help study, and as long as you do all the practice tests and go to lecture, it's a pretty fair class.",3.0,4.0,4.0,2022-11-26T18:28:19.475Z,Walker White,A,Computer and information sciences,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,pr9rGFv2G,"I took this class in Fall 2021, and it was a very good class. Having a CS background helps, as the lectures move pretty fast at the beginning, but it is definitely doable without. The assignments taught me a lot and set up a good foundation for my future CS classes.",4.0,3.0,3.0,2022-11-17T07:45:35.763Z,Walker White,,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,4he-UYNoj,"Took it freshman fall with Prof. White. He's a fantastic lecturer who is clearly passionate about teaching. Assignments are SUPER fun, especially A7.",5.0,3.0,2.0,2022-11-16T20:31:36.581Z,Walker White,A,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,8JllAS62r,horrible,1.0,5.0,5.0,2022-11-13T19:55:38.890Z,Walker White,A+,Computer and information sciences,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,1zcGFqsj9x,horrible. ,2.0,5.0,5.0,2022-11-13T19:55:16.711Z,Walker White,A+,Computer and information sciences,1.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,_-uvqelPpL,Took in Fall 2021 and currently a TA. Walker White explains concepts very well. Highly recommend this class even if you have AP credit. Assignments may be challenging but will prepare you for future CS courses.,5.0,3.0,4.0,2022-11-09T05:55:40.005Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,ub-07Y69b3,"I came in with some knowledge of how to write python, but didn't really know the concepts behind it. This class helped with that. The assignments were long and tedious but still fun and the labs were fun as well.",5.0,3.0,4.0,2022-11-05T18:58:07.639Z,Not Listed,A-,Computer science,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,T1hLnUaNz,"As someone with no background in CS, I learnt a lot from this class. Walker White is a really good teacher and this class gave me a good insight into foundation coding which has helped me a lot in future coding classes.",4.0,4.0,4.0,2022-11-05T16:04:28.748Z,Walker White,A-,Information technology,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,DBoYnGoabr,I absolutely loved this class. The professor really makes you feel like you matter and is also always accessible. Make use of the time she provides after class even before prelims are close. Plus go for lectures and try to learn a bit of basic programming beforehand so it's easier.,5.0,3.0,3.0,2022-11-05T16:00:27.649Z,Anne Bracy,A-,Hotel/motel administration/management,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,h8ZihqVd3,"Took Sp22 with Lee and Bracy. Very organized and well-run class, and the professors are extremely nice, wanting all of us to succeed. Not too difficult, but if the class is your first time coding, it takes some getting used to. My one complaint was that the assignments were quite boring, and we did a bunch in a row about this kinda weird topic that didn't have many real-world applications. Would recommend taking in the fall, where assignments are harder but better. Overall, 1110 inspired me to take more CS classes at Cornell.",4.0,2.0,2.0,2022-05-19T14:15:59.780Z,"Lillian Lee, Anne Bracy",,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,gAgTcj8n1,"(Fall 2021) Went into this class with very little coding experience (didn't take AP CS), and I did learn a decent amount but probably not as much as I could've. Walker White is a great lecturer (not monotone at all) but somehow I still ended up not going to class. There were recorded lectures though which was really helpful. The assignments are really long and not very easy, and the fact that there are two labs due every week definitely adds more to the course load.",3.0,3.0,4.0,2022-04-25T02:14:17.860Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,WkcG1OJ3iD,"Took it Fall 2021 with Walker White. He's a pretty good lecturer and not boring, but somehow I always ended up falling asleep (maybe because of my bad sleep schedule)? I got a B but I think if I paid attention more and studied harder I could've grasped the concepts better. The assignments are very long and I didn't so well on them, but you'll probably learn a lot from them. This class provides a lot of resources and ways for students to practice their coding. I do think that after this course, I don't really think we learned how to apply Python to real-world situations (of course, it is just an intro course). 

Also we had recorded lectures so it was really helpful if you missed class.",3.0,3.0,4.0,2022-04-25T02:09:22.578Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,xRZL-8-Y1g,"Walker White is such an amazing professor! The way he explains the material is really easy to understand, and I like the final game project so much!",5.0,3.0,3.0,2022-04-21T20:14:33.631Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,ynllPdyrUO,Walker white is great at explaining and makes lectures interesting!,5.0,3.0,3.0,2022-04-21T20:12:33.640Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,1qXyQQhfa,"Prof  White is unmatched when it comes to his lectures, which always demand your full attention. The assignments are pretty simple, as expected for an intro course. However, the prelims can throw a few curveballs, especially when it comes to new concepts like call frames that are unique to this course.",4.0,3.0,4.0,2022-04-16T17:28:21.223Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,FQ_psQoYt,Prof. White's lectures are super captivating & there probably isn't any other professor that has this much of a strong presence during lecture. Tasks are pretty basic but if you pay attention you can get a lot out of it.,5.0,2.0,3.0,2022-04-16T17:20:41.500Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,z2u3xV1ci,Great class! Pretty well organized and assignments were rewarding to complete.,4.0,3.0,3.0,2022-04-16T17:13:06.196Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,h3SymT9p_,Great class and pretty well organized!,4.0,3.0,3.0,2022-04-16T17:12:10.438Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,XNi6Oi6BX,"The professors (Lee & Fan) were super supportive, and always willing to ask questions (often extending office hours to get to every student). I had no experience going into the class, and did not feel intimidated by the subject material because the professors and course staff were very helpful and explained concepts clearly. Also, the assignments were usually very interesting, and supplemented the course material very well. Highly recommend this class for anyone who wants some experience in computer science!",5.0,3.0,4.0,2022-03-26T15:48:13.684Z,"Lillian Lee, Kit-Yee Daisy Fan",,,0.0,True
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,gkrsoSoPB,"Class was really difficult as a non-STEM major. Although ideas were taught well, assignments and exams felt very complicated and were extremely time consuming. This class is best for those who already have some experience with CS or who are from a STEM background.",2.0,4.0,4.0,2022-03-22T04:10:30.811Z,"Lillian Lee, Anne Bracy",,,0.0,True
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,5dGIbcEUKH,"The class was extremely helpful in introducing me to programming. I had never done any programming before, but after taking the class I have changed my career path. Definitely recommend, the profs I had were great!",5.0,2.0,3.0,2021-10-22T21:33:19.862Z,"Lillian Lee, Kit-Yee Daisy Fan",,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,_7ddXG7huT,Professors are very passionate and committed to helping students pass and love the course and CS as a whole.,5.0,3.0,3.0,2021-06-04T03:43:36.891Z,"Lillian Lee, Kit-Yee Daisy Fan",,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,Fixme6g9c,"Great class!! A lot of work tbh but only because it's too ensure that you learn the material thoroughly, so defo try and do all of it!",5.0,3.0,4.0,2021-05-11T03:55:43.829Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,MjLCOILS4J,"Great class!! A lot of assignments to ensure that you learn the material thoroughly, so defo try and do all the work!",5.0,3.0,4.0,2021-05-11T03:55:02.200Z,Walker White,,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,C59izGysa,"Walker White was a decent lecturer, class was all online but adapted decently TO COVID with the content recorded to watch on our own time. The live lectures were optional but pretty helpful in reinforcing the concepts from the recorded videos. Assignments were where you really learned and all useful / cool in some way. A7 took a lot of time (we coded froggit) and replaced the final. Grading was fair, lots of past prelims to practice from.",4.0,3.0,4.0,2021-05-07T03:33:47.816Z,Walker White,,,0.0,True
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,SD6VrZOrs,"Walker White is amazing, absolutely love him. I already knew programming so the class wasn't hard, but even with no experience the lecture videos are very helpful and entertaining. This class is definitely worth taking.",5.0,2.0,3.0,2021-05-06T00:39:23.151Z,Walker White,,,0.0,True
